subject,session,channel,epoch_id,Q1,Q2,Q3,mean_diag_delta,mean_diag_theta,mean_diag_alpha,mean_diag_beta,mean_diag_gamma,mean_diag,mean_all,mean_offdiag,theta_alpha_coupling,alpha_beta_coupling,peak_diag,peak_diag_freq
sub-001,ses-01,Fp1,0,2,2,0,10.5121,7.8897,7.1966,4.7537,0.0000,4.1531,5.9768,5.9566,4.4828,5.6084,33.1831,1.0000
sub-001,ses-01,Fp1,1,2,4,0,7.3997,8.0558,4.9982,5.2157,0.0000,3.7120,5.9617,5.9444,5.5639,3.8867,21.7438,1.0000
sub-001,ses-01,Fp1,2,2,2,0,22.1199,6.7740,11.7189,3.5267,0.0000,5.3892,5.8797,5.7186,6.8045,5.7060,69.8310,1.0000
sub-001,ses-01,Fp1,3,2,2,0,9.1167,4.3019,7.2746,4.8806,0.0000,3.7388,5.7734,5.7594,4.2917,4.4541,18.5527,11.0000
sub-001,ses-01,Fp1,4,2,4,0,10.1726,9.4006,7.6373,7.0877,0.0000,5.0292,5.7987,5.7428,5.6273,5.1529,32.7039,17.0000
sub-001,ses-01,Fp1,5,4,2,0,5.2400,1.7496,11.8652,5.0421,0.0000,3.8302,5.6502,5.6190,6.6924,6.1335,22.5055,11.0000
sub-001,ses-01,Fp1,6,2,4,0,6.9115,5.1706,4.9954,4.7560,0.0000,3.2588,5.7754,5.7559,9.2290,4.6281,15.7221,21.0000
sub-001,ses-01,Fp1,7,2,2,0,5.7187,8.8519,11.6998,4.7351,0.0000,4.4195,6.0874,6.0580,6.5849,5.8810,19.6071,12.0000
sub-001,ses-01,Fp1,8,4,2,0,8.8987,7.5683,5.1909,5.6861,0.0000,3.9752,5.1171,5.0657,4.1636,4.4908,20.5449,20.0000
sub-001,ses-01,Fp1,9,4,4,0,3.3948,1.8838,4.4531,4.0831,0.0000,2.3468,4.6046,4.5878,5.0014,4.8726,15.7263,20.0000
sub-001,ses-01,Fp1,10,2,2,0,0.9608,4.4109,4.2613,2.9349,0.0000,1.9816,5.1265,5.1380,2.3060,5.9855,13.1463,14.0000
sub-001,ses-01,Fp1,11,2,4,0,8.2119,6.8969,5.4556,4.6684,0.0000,3.5781,5.0171,4.9995,5.8160,5.0187,23.2773,1.0000
sub-001,ses-01,Fp1,12,4,2,0,15.7596,11.3019,5.8697,3.5748,0.0000,4.4171,5.7284,5.6949,4.5295,5.1912,30.3842,1.0000
sub-001,ses-01,Fp1,13,4,0,0,10.3044,8.5050,8.3037,4.5053,0.0000,4.2704,5.3126,5.2522,6.1718,5.6772,23.8898,7.0000
sub-001,ses-01,Fp1,14,4,2,0,3.7904,3.1974,11.0230,5.3973,0.0000,3.8199,5.3138,5.2857,5.1876,4.3906,21.8956,22.0000
sub-001,ses-01,Fp1,15,2,2,0,7.6492,5.6236,5.2464,8.0417,0.0000,4.3979,5.3469,5.2862,6.3259,3.9412,25.4685,22.0000
sub-001,ses-01,Fp1,16,2,4,2,14.4255,3.3497,3.5824,3.7979,0.0000,3.3016,4.6922,4.6646,4.9581,4.3712,38.2711,3.0000
sub-001,ses-01,Fp1,17,2,4,2,2.8232,2.4051,7.0000,4.5001,0.0000,2.8236,5.8831,5.9003,4.8479,5.3853,16.9018,9.0000
sub-001,ses-01,Fp1,18,2,2,0,8.8259,8.8593,4.8524,3.3673,0.0000,3.3402,5.2364,5.2275,6.3950,4.7666,18.5555,19.0000
sub-001,ses-01,Fp1,19,2,2,0,1.8747,3.3194,6.7998,3.6426,0.0000,2.5332,4.4486,4.4482,3.3114,4.7844,19.2579,8.0000
sub-001,ses-01,Fp1,20,4,2,0,9.0331,10.3207,6.1012,3.6385,0.0000,3.7517,5.8717,5.8620,4.6305,7.2380,21.6272,1.0000
sub-001,ses-01,Fp1,21,4,2,0,5.8533,10.1511,9.6177,4.3713,0.0000,4.1523,5.6230,5.5854,4.4848,4.6580,25.0577,9.0000
sub-001,ses-01,Fp1,22,4,2,0,2.6997,4.0335,8.8647,4.3069,0.0000,3.1654,5.5466,5.5462,7.4323,5.3937,23.4378,9.0000
sub-001,ses-01,Fp1,23,2,4,2,14.1144,6.2783,9.0710,4.7155,0.0000,4.5883,6.5826,6.5337,9.9703,6.0700,37.1006,1.0000
sub-001,ses-01,Fp1,24,2,2,2,9.0783,3.5477,5.3227,6.5382,0.0000,3.8939,5.6284,5.5951,5.0741,4.1876,20.9837,2.0000
sub-001,ses-01,Fp1,25,2,4,2,4.5619,5.6569,4.4850,3.3236,0.0000,2.5812,4.9297,4.9257,4.8349,4.3135,22.3774,18.0000
sub-001,ses-01,Fp1,26,2,2,2,5.4473,2.3748,2.9583,2.7097,0.0000,1.9596,5.4229,5.4626,4.2467,5.1611,11.8892,18.0000
sub-001,ses-01,C3,0,2,2,0,32.7598,7.9838,6.1953,3.8608,0.0000,5.8218,6.6497,6.5383,7.0220,5.8292,70.1105,1.0000
sub-001,ses-01,C3,1,2,4,0,2.6526,6.2510,8.1399,3.2836,0.0000,2.9568,6.4216,6.4469,8.2666,7.0721,12.8210,6.0000
sub-001,ses-01,C3,2,2,2,0,12.3511,9.4061,8.7497,4.0747,0.0000,4.4767,6.3516,6.3158,6.3334,7.6787,26.7154,9.0000
sub-001,ses-01,C3,3,2,2,0,9.6750,7.7039,7.9790,4.0576,0.0000,3.9567,5.5623,5.5151,6.3668,4.0662,26.5183,10.0000
sub-001,ses-01,C3,4,2,4,0,6.9489,10.8251,5.1942,5.2238,0.0000,3.9575,5.8142,5.7893,5.1802,6.1665,37.2407,5.0000
sub-001,ses-01,C3,5,4,2,0,5.8255,6.5730,12.8816,6.0611,0.0000,4.7832,5.8080,5.7531,6.6075,6.4263,26.2274,11.0000
sub-001,ses-01,C3,6,2,4,0,1.8715,5.0649,3.5362,2.7152,0.0000,1.9596,4.9000,4.9279,5.4732,4.8971,9.4554,5.0000
sub-001,ses-01,C3,7,2,2,0,6.0962,3.3546,12.4038,7.0509,0.0000,4.7416,5.7029,5.6390,2.5418,6.4645,32.7157,10.0000
sub-001,ses-01,C3,8,4,2,0,11.3786,8.2172,9.9796,3.3229,0.0000,4.2200,5.4412,5.4032,3.2411,4.8835,18.2725,2.0000
sub-001,ses-01,C3,9,4,4,0,13.4721,12.8868,7.0268,2.6168,0.0000,4.2236,6.1474,6.1350,6.1340,6.4729,27.3190,4.0000
sub-001,ses-01,C3,10,2,2,0,2.1433,1.1420,6.6941,3.4993,0.0000,2.2976,5.9306,5.9637,6.1601,6.9442,14.8122,8.0000
sub-001,ses-01,C3,11,2,4,0,2.0945,11.3212,9.1245,3.0330,0.0000,3.4381,5.7302,5.7150,5.9420,5.3068,25.9684,10.0000
sub-001,ses-01,C3,12,4,2,0,5.1453,3.8361,7.5198,4.1497,0.0000,3.1393,5.6327,5.6329,3.1201,6.6533,20.0628,16.0000
sub-001,ses-01,C3,13,4,0,0,6.6615,4.4704,7.8370,4.9305,0.0000,3.6197,5.5016,5.4782,6.8196,5.9544,16.0124,13.0000
sub-001,ses-01,C3,14,4,2,0,2.3568,5.2935,5.1221,6.2601,0.0000,3.3190,4.8732,4.8567,3.1271,5.5130,27.4913,20.0000
sub-001,ses-01,C3,15,2,2,0,3.7842,4.6828,5.7759,5.1860,0.0000,3.1614,5.3124,5.3101,5.2438,4.7693,20.0053,16.0000
sub-001,ses-01,C3,16,2,4,2,6.6408,8.7489,6.8552,4.1897,0.0000,3.6548,4.8295,4.7963,5.5155,4.5541,17.0718,11.0000
sub-001,ses-01,C3,17,2,4,2,7.7517,3.7494,5.4026,6.2715,0.0000,3.7198,5.6480,5.6320,2.9100,4.8624,20.3060,15.0000
sub-001,ses-01,C3,18,2,2,0,6.2833,7.5119,5.6908,3.3264,0.0000,3.0830,5.6631,5.6658,3.8740,4.3214,14.0285,6.0000
sub-001,ses-01,C3,19,2,2,0,2.7244,5.8000,10.8394,2.7224,0.0000,3.1285,5.6572,5.6637,5.3888,5.3289,16.7422,11.0000
sub-001,ses-01,C3,20,4,2,0,12.3147,3.7903,6.0239,3.6126,0.0000,3.4309,5.4224,5.4088,7.7714,4.9049,35.6163,1.0000
sub-001,ses-01,C3,21,4,2,0,3.0494,6.1456,11.6646,4.7568,0.0000,3.9211,5.7436,5.7196,6.7966,7.0561,24.1421,11.0000
sub-001,ses-01,C3,22,4,2,0,9.7217,3.3155,3.0704,1.8289,0.0000,2.1941,5.4019,5.4296,4.3072,4.5501,21.7744,1.0000
sub-001,ses-01,C3,23,2,4,2,6.9177,5.1172,8.2015,4.6310,0.0000,3.6640,6.6651,6.6737,10.8858,7.2597,17.3620,9.0000
sub-001,ses-01,C3,24,2,2,2,5.1018,2.3558,4.6648,4.4807,0.0000,2.6993,5.6241,5.6497,4.4487,4.6854,13.7029,13.0000
sub-001,ses-01,C3,25,2,4,2,6.2544,2.7940,3.0784,3.0657,0.0000,2.1981,6.0239,6.0692,5.6414,7.3167,14.7516,2.0000
sub-001,ses-01,C3,26,2,2,2,7.4914,1.8734,3.9598,3.4710,0.0000,2.4731,6.1447,6.1681,4.2606,5.7663,21.1378,1.0000
sub-001,ses-01,CP3,0,2,2,0,34.6027,7.4308,7.5258,2.3188,0.0000,5.6612,6.6914,6.5517,5.9861,6.5796,64.6355,1.0000
sub-001,ses-01,CP3,1,2,4,0,1.2197,6.1266,4.5014,6.0004,0.0000,3.1255,6.4916,6.5089,6.6163,7.0734,29.9760,19.0000
sub-001,ses-01,CP3,2,2,2,0,8.6838,8.8376,9.1584,4.3480,0.0000,4.2223,5.5749,5.5333,6.7525,6.8011,27.8734,3.0000
sub-001,ses-01,CP3,3,2,2,0,18.4379,8.3027,6.3435,5.1175,0.0000,4.9198,5.5735,5.4790,4.9627,4.9870,41.5553,1.0000
sub-001,ses-01,CP3,4,2,4,0,7.4216,11.0024,5.7071,3.7042,0.0000,3.6301,5.6963,5.6813,6.3389,4.4790,33.5323,5.0000
sub-001,ses-01,CP3,5,4,2,0,18.5857,11.9094,13.0079,4.8812,0.0000,6.1275,5.9254,5.7866,7.1059,6.0685,44.3188,1.0000
sub-001,ses-01,CP3,6,2,4,0,5.7956,10.2257,5.8120,3.8148,0.0000,3.4546,5.2477,5.2244,5.4612,5.3932,21.3919,6.0000
sub-001,ses-01,CP3,7,2,2,0,9.4095,4.5209,9.0901,6.0839,0.0000,4.4036,5.5426,5.4748,4.2727,6.2369,31.1195,1.0000
sub-001,ses-01,CP3,8,4,2,0,4.4233,6.5547,8.7002,4.4826,0.0000,3.5904,5.3036,5.2805,5.6984,6.0575,15.6206,11.0000
sub-001,ses-01,CP3,9,4,4,0,13.6999,13.5883,6.3363,2.6971,0.0000,4.2380,6.1534,6.1447,7.4787,5.4783,28.7804,4.0000
sub-001,ses-01,CP3,10,2,2,0,9.1075,4.7420,7.9875,4.1268,0.0000,3.6505,5.8251,5.8068,6.2719,5.6846,24.4541,8.0000
sub-001,ses-01,CP3,11,2,4,0,6.9087,9.2678,8.7054,4.1565,0.0000,3.9761,5.5064,5.4591,6.5659,5.8065,24.0241,10.0000
sub-001,ses-01,CP3,12,4,2,0,7.7337,6.8183,5.2384,2.6392,0.0000,2.8825,6.1430,6.1554,3.5087,7.0265,19.4253,3.0000
sub-001,ses-01,CP3,13,4,0,0,4.3899,3.4455,5.2386,3.0251,0.0000,2.3744,5.7216,5.7543,8.3040,5.4819,11.3048,9.0000
sub-001,ses-01,CP3,14,4,2,0,2.5161,6.2005,4.2957,3.1596,0.0000,2.3655,5.2034,5.2226,4.8649,6.8010,22.1357,6.0000
sub-001,ses-01,CP3,15,2,2,0,3.9792,6.3503,10.8776,5.8816,0.0000,4.2569,5.0822,5.0259,6.1578,4.8791,27.0226,9.0000
sub-001,ses-01,CP3,16,2,4,2,4.0129,7.0997,5.8435,4.0028,0.0000,3.0592,5.1678,5.1663,7.3815,4.5740,22.3132,11.0000
sub-001,ses-01,CP3,17,2,4,2,7.1011,3.0596,5.9036,3.8486,0.0000,2.9325,5.4789,5.4736,3.3157,5.2077,19.3073,1.0000
sub-001,ses-01,CP3,18,2,2,0,7.9136,4.6724,4.8073,6.3699,0.0000,3.7673,5.6311,5.6040,4.3836,5.1740,21.5915,15.0000
sub-001,ses-01,CP3,19,2,2,0,3.8196,4.9568,10.4910,3.3253,0.0000,3.2856,5.0196,4.9999,4.1782,4.4197,20.5008,11.0000
sub-001,ses-01,CP3,20,4,2,0,11.5157,6.3668,11.9485,2.8060,0.0000,4.1790,5.5436,5.4912,6.1544,4.7714,30.9510,1.0000
sub-001,ses-01,CP3,21,4,2,0,12.3466,10.2798,6.7045,6.2495,0.0000,4.9297,6.1181,6.0558,6.5888,6.1280,43.5441,1.0000
sub-001,ses-01,CP3,22,4,2,0,9.6793,2.4469,3.8787,2.3307,0.0000,2.3738,5.4475,5.4671,4.6572,5.9869,24.0795,1.0000
sub-001,ses-01,CP3,23,2,4,2,9.6304,4.5141,11.7814,5.6211,0.0000,4.6591,7.3522,7.3460,7.9614,9.8587,32.5199,13.0000
sub-001,ses-01,CP3,24,2,2,2,6.3467,8.0361,3.9488,3.0435,0.0000,2.8091,5.0832,5.1055,4.1018,4.1001,14.4226,4.0000
sub-001,ses-01,CP3,25,2,4,2,13.6702,3.2672,5.0558,3.0845,0.0000,3.2135,5.7194,5.6625,6.4597,5.7051,41.2608,1.0000
sub-001,ses-01,CP3,26,2,2,2,4.8279,12.3184,5.0926,3.7475,0.0000,3.4386,5.8222,5.8071,4.4307,6.6238,25.7568,6.0000
sub-001,ses-01,O1,0,2,2,0,31.3538,9.5510,14.5630,5.9132,0.0000,7.6248,7.4598,7.2988,5.1082,7.3124,51.5532,2.0000
sub-001,ses-01,O1,1,2,4,0,2.1560,0.5038,3.8298,5.1438,0.0000,2.3369,5.7578,5.7874,5.2531,6.4369,29.6752,20.0000
sub-001,ses-01,O1,2,2,2,0,17.8761,5.7858,6.6165,2.8635,0.0000,3.9900,4.9018,4.8435,6.1823,5.1147,35.8868,1.0000
sub-001,ses-01,O1,3,2,2,0,5.3785,4.7362,4.2394,4.7682,0.0000,2.9740,5.3403,5.3367,7.4659,4.4009,12.3921,14.0000
sub-001,ses-01,O1,4,2,4,0,3.4233,1.4845,6.3754,3.4747,0.0000,2.3966,5.4638,5.4893,8.8575,4.9298,14.8304,22.0000
sub-001,ses-01,O1,5,4,2,0,9.1444,4.5895,4.8388,5.1400,0.0000,3.5067,5.1699,5.1331,4.7975,4.5264,23.7255,1.0000
sub-001,ses-01,O1,6,2,4,0,17.7848,3.4366,8.2032,4.0153,0.0000,4.3327,7.2468,7.1646,2.8462,5.6924,63.0857,1.0000
sub-001,ses-01,O1,7,2,2,0,17.3392,10.1216,5.1689,4.0762,0.0000,4.5081,5.8611,5.8217,7.3479,5.0805,38.8588,1.0000
sub-001,ses-01,O1,8,4,2,0,3.1479,3.2268,11.5189,7.5317,0.0000,4.4773,4.8647,4.8092,4.7795,4.7205,26.0132,13.0000
sub-001,ses-01,O1,9,4,4,0,14.6939,3.3297,3.7750,2.7132,0.0000,3.0236,6.0938,6.0984,3.9029,5.0073,46.2725,1.0000
sub-001,ses-01,O1,10,2,2,0,6.1769,8.0539,10.7746,6.0364,0.0000,4.6522,6.0224,6.0091,7.7193,5.7370,29.7722,13.0000
sub-001,ses-01,O1,11,2,4,0,3.4163,2.4536,2.2374,4.5187,0.0000,2.2244,5.2662,5.2925,4.4448,6.0734,17.3439,20.0000
sub-001,ses-01,O1,12,4,2,0,20.5667,8.9348,7.3703,4.7466,0.0000,5.2078,5.9067,5.8102,4.8257,5.3473,56.2950,1.0000
sub-001,ses-01,O1,13,4,0,0,4.0440,1.3140,3.5349,3.0131,0.0000,1.9026,5.1298,5.1545,5.5385,4.9830,14.8320,20.0000
sub-001,ses-01,O1,14,4,2,0,7.6186,1.2867,5.2269,2.2014,0.0000,2.2233,5.4514,5.4810,8.4966,4.3579,21.8760,1.0000
sub-001,ses-01,O1,15,2,2,0,11.7045,6.6274,9.2655,5.5645,0.0000,4.6805,4.8311,4.7775,2.2309,4.5192,26.5856,13.0000
sub-001,ses-01,O1,16,2,4,2,18.4220,11.4045,6.4790,6.5791,0.0000,5.6677,6.2617,6.1835,3.7278,6.2022,50.1666,1.0000
sub-001,ses-01,O1,17,2,4,2,3.6084,5.7067,9.6369,5.0877,0.0000,3.7494,7.9006,7.9138,4.5600,8.0155,25.3049,10.0000
sub-001,ses-01,O1,18,2,2,0,4.8974,7.2767,2.8622,3.4991,0.0000,2.5897,5.2399,5.2502,5.7793,4.1977,20.3013,5.0000
sub-001,ses-01,O1,19,2,2,0,11.0690,15.2388,3.0712,2.7549,0.0000,3.7087,5.3200,5.2843,10.1759,4.7688,27.6955,7.0000
sub-001,ses-01,O1,20,4,2,0,14.7929,4.9746,4.7197,3.7526,0.0000,3.6319,5.5289,5.4830,4.1143,5.9177,45.6128,1.0000
sub-001,ses-01,O1,21,4,2,0,8.4166,1.8112,3.8736,3.4009,0.0000,2.5201,5.1812,5.1995,5.5182,6.0196,23.4653,1.0000
sub-001,ses-01,O1,22,4,2,0,9.1231,9.1207,12.0270,3.8475,0.0000,4.5385,5.9040,5.8632,6.8632,5.4143,32.7448,8.0000
sub-001,ses-01,O1,23,2,4,2,7.2486,2.3887,7.6631,1.6738,0.0000,2.4718,6.5632,6.6084,4.4833,6.9824,22.5620,1.0000
sub-001,ses-01,O1,24,2,2,2,0.9474,4.4566,2.6647,2.1920,0.0000,1.5372,4.6465,4.6752,4.8286,4.9978,14.4837,19.0000
sub-001,ses-01,O1,25,2,4,2,20.9358,6.5189,6.6415,4.2038,0.0000,4.7516,5.6517,5.5524,6.1678,5.1437,67.2544,1.0000
sub-001,ses-01,O1,26,2,2,2,16.9600,1.8242,4.2495,3.6593,0.0000,3.4466,5.4567,5.4386,3.8113,4.5225,39.4550,1.0000
sub-001,ses-01,Pz,0,2,2,0,47.6496,11.8849,9.3900,4.5182,0.0000,8.2143,6.6192,6.4334,5.7851,4.7905,78.2063,1.0000
sub-001,ses-01,Pz,1,2,4,0,3.6689,4.5553,9.7541,4.3260,0.0000,3.4340,5.7033,5.6980,4.6187,6.0697,17.1494,9.0000
sub-001,ses-01,Pz,2,2,2,0,7.8511,4.9749,6.9935,5.7295,0.0000,3.9011,5.3442,5.3013,4.9825,5.3508,31.5593,15.0000
sub-001,ses-01,Pz,3,2,2,0,23.6467,4.3908,3.4064,3.4841,0.0000,4.1368,5.9235,5.8516,3.9026,7.6918,70.4031,1.0000
sub-001,ses-01,Pz,4,2,4,0,12.9506,2.7029,13.0469,5.3233,0.0000,4.8860,5.1959,5.1322,4.0817,5.5873,47.0031,1.0000
sub-001,ses-01,Pz,5,4,2,0,12.6119,10.8631,11.3382,3.8039,0.0000,4.9158,7.0933,7.0549,7.4690,6.3539,40.9226,10.0000
sub-001,ses-01,Pz,6,2,4,0,7.5911,4.8614,8.1256,5.1007,0.0000,3.8342,5.8745,5.8498,4.2312,7.8869,24.1772,1.0000
sub-001,ses-01,Pz,7,2,2,0,18.0657,5.1886,12.8049,2.6440,0.0000,4.7493,5.8469,5.7819,7.6604,4.9837,55.4398,1.0000
sub-001,ses-01,Pz,8,4,2,0,1.0094,1.4990,10.4641,5.6132,0.0000,3.3905,5.8907,5.8842,4.8778,5.6546,37.8962,11.0000
sub-001,ses-01,Pz,9,4,4,0,4.7730,4.6197,4.2689,2.8676,0.0000,2.3364,5.4775,5.4934,8.2707,5.1001,10.8352,5.0000
sub-001,ses-01,Pz,10,2,2,0,4.3525,7.5360,7.1214,2.4785,0.0000,2.8489,5.3432,5.3482,3.5920,5.3605,24.5898,12.0000
sub-001,ses-01,Pz,11,2,4,0,7.4628,8.6242,6.2247,3.1476,0.0000,3.3166,4.6906,4.6589,3.9016,4.2487,16.4356,4.0000
sub-001,ses-01,Pz,12,4,2,0,9.5105,2.4377,11.5759,5.1390,0.0000,4.2804,5.9244,5.8881,3.1390,5.5253,37.4026,10.0000
sub-001,ses-01,Pz,13,4,0,0,16.9266,4.0912,7.8542,4.2748,0.0000,4.3435,5.8826,5.8101,8.1353,5.6368,39.7070,1.0000
sub-001,ses-01,Pz,14,4,2,0,3.9633,4.9147,8.3009,3.9272,0.0000,3.1714,5.3589,5.3542,3.0429,6.2191,17.4562,10.0000
sub-001,ses-01,Pz,15,2,2,0,5.8316,2.8678,5.4798,6.4540,0.0000,3.5251,5.4667,5.4385,4.8029,4.8285,17.1967,22.0000
sub-001,ses-01,Pz,16,2,4,2,1.5606,2.1023,6.1013,4.5447,0.0000,2.5661,4.8268,4.8225,5.3757,4.0210,19.1750,20.0000
sub-001,ses-01,Pz,17,2,4,2,20.0045,7.5672,5.7642,3.0738,0.0000,4.2984,6.0265,5.9920,3.5574,5.9996,55.2586,1.0000
sub-001,ses-01,Pz,18,2,2,0,6.4713,12.3295,8.3688,4.5600,0.0000,4.2953,6.3230,6.2864,7.0636,7.3672,35.5458,7.0000
sub-001,ses-01,Pz,19,2,2,0,2.4044,2.3630,8.9194,5.3561,0.0000,3.3073,5.3499,5.3197,7.3778,5.5035,19.2207,15.0000
sub-001,ses-01,Pz,20,4,2,0,9.0248,7.4593,3.3217,4.8299,0.0000,3.4571,5.3282,5.3072,5.7943,6.1947,18.0412,22.0000
sub-001,ses-01,Pz,21,4,2,0,5.5668,4.9859,7.3733,6.0744,0.0000,3.8469,5.7232,5.6946,3.9017,4.5209,22.8222,10.0000
sub-001,ses-01,Pz,22,4,2,0,4.3465,5.9745,9.5138,2.0410,0.0000,2.9046,5.3371,5.3481,4.0654,5.5106,17.3729,9.0000
sub-001,ses-01,Pz,23,2,4,2,7.4573,9.2370,9.1186,5.6894,0.0000,4.5454,6.1178,6.0781,8.2169,6.1291,29.8629,19.0000
sub-001,ses-01,Pz,24,2,2,2,3.0252,5.0167,11.1190,4.7670,0.0000,3.7407,5.3897,5.3587,3.3705,5.4691,24.3726,10.0000
sub-001,ses-01,Pz,25,2,4,2,8.9880,7.3134,5.0996,3.9682,0.0000,3.4277,5.2601,5.2405,5.5658,4.3159,18.5255,1.0000
sub-001,ses-01,Pz,26,2,2,2,6.7962,5.4607,3.1560,2.6335,0.0000,2.3767,5.4329,5.4498,6.8928,4.2222,13.8220,6.0000
sub-001,ses-01,Fp2,0,2,2,0,5.5433,10.2748,5.5341,5.9528,0.0000,4.0433,6.0006,5.9760,5.2786,5.1067,24.9810,21.0000
sub-001,ses-01,Fp2,1,2,4,0,7.9439,9.3071,6.4338,5.1678,0.0000,4.0648,5.7568,5.7254,5.0080,6.6394,19.3979,1.0000
sub-001,ses-01,Fp2,2,2,2,0,22.7866,8.7771,11.5424,8.1115,0.0000,6.9990,5.8488,5.6500,6.4431,6.3010,73.2254,1.0000
sub-001,ses-01,Fp2,3,2,2,0,8.2070,2.3840,5.6207,3.3435,0.0000,2.7803,4.9830,4.9861,5.2046,5.3429,13.6195,3.0000
sub-001,ses-01,Fp2,4,2,4,0,12.0101,7.1931,4.0630,4.8417,0.0000,3.8170,5.6487,5.6349,5.1483,6.7305,16.0321,14.0000
sub-001,ses-01,Fp2,5,4,2,0,6.5140,3.6715,9.1960,3.8034,0.0000,3.3805,5.2131,5.1992,5.7230,5.5470,26.2508,11.0000
sub-001,ses-01,Fp2,6,2,4,0,10.2291,4.0361,6.3048,2.9591,0.0000,3.1013,6.2173,6.2114,11.8881,5.1452,24.5279,1.0000
sub-001,ses-01,Fp2,7,2,2,0,6.2294,15.2354,10.0877,5.5305,0.0000,5.0763,6.3699,6.3325,8.4387,5.4919,22.0306,5.0000
sub-001,ses-01,Fp2,8,4,2,0,6.2600,6.3678,4.7455,3.1046,0.0000,2.7754,5.2333,5.2390,3.0561,4.9425,13.2570,7.0000
sub-001,ses-01,Fp2,9,4,4,0,3.7139,3.9960,9.1576,1.7149,0.0000,2.5134,6.5081,6.5454,6.3179,6.7036,20.0259,10.0000
sub-001,ses-01,Fp2,10,2,2,0,3.7770,4.7410,10.1954,3.2719,0.0000,3.2042,6.1960,6.2066,4.5887,6.2984,18.5682,10.0000
sub-001,ses-01,Fp2,11,2,4,0,5.0268,5.5863,5.4559,2.9600,0.0000,2.6435,5.7263,5.7444,4.3926,6.0832,18.5511,6.0000
sub-001,ses-01,Fp2,12,4,2,0,24.1783,15.4361,2.6294,3.0295,0.0000,4.9679,5.0862,5.0052,3.8546,5.8247,52.7620,1.0000
sub-001,ses-01,Fp2,13,4,0,0,23.0056,9.3261,8.3767,1.7522,0.0000,4.7062,5.0747,4.9679,7.3583,5.2353,65.2602,1.0000
sub-001,ses-01,Fp2,14,4,2,0,9.7999,2.2755,5.3405,3.8504,0.0000,3.0326,4.9672,4.9670,4.4124,4.3403,27.8668,1.0000
sub-001,ses-01,Fp2,15,2,2,0,11.0910,7.4178,4.6618,6.2027,0.0000,4.2475,5.6459,5.5987,6.2130,5.3322,20.2960,4.0000
sub-001,ses-01,Fp2,16,2,4,2,15.5469,1.9999,4.2794,3.0772,0.0000,3.1597,5.5962,5.5915,5.9463,6.4984,43.2899,3.0000
sub-001,ses-01,Fp2,17,2,4,2,3.7277,1.6115,8.4373,5.2467,0.0000,3.2602,6.0088,6.0101,3.4276,6.4909,23.3560,21.0000
sub-001,ses-01,Fp2,18,2,2,0,10.8829,5.0229,4.5522,3.7605,0.0000,3.2517,5.0501,5.0342,5.8531,3.7681,12.2630,3.0000
sub-001,ses-01,Fp2,19,2,2,0,4.5667,4.2793,8.2816,4.0222,0.0000,3.1945,4.6712,4.6498,5.0559,5.3745,13.6402,8.0000
sub-001,ses-01,Fp2,20,4,2,0,6.1266,7.7978,4.6068,4.1642,0.0000,3.1970,5.6822,5.6850,5.2180,5.8779,18.4812,5.0000
sub-001,ses-01,Fp2,21,4,2,0,5.2090,6.1871,7.5489,5.9104,0.0000,3.9003,5.4286,5.3695,5.8045,5.4552,19.9250,21.0000
sub-001,ses-01,Fp2,22,4,2,0,6.6608,6.8041,6.2537,6.4063,0.0000,4.0619,5.2131,5.1720,7.7038,5.0588,19.3969,15.0000
sub-001,ses-01,Fp2,23,2,4,2,12.1318,8.5236,6.5060,6.2224,0.0000,4.7104,6.3000,6.2483,10.8976,5.3605,34.8474,1.0000
sub-001,ses-01,Fp2,24,2,2,2,10.4715,6.6229,5.2493,2.0005,0.0000,2.9274,6.0101,6.0237,7.4198,5.2599,21.0593,2.0000
sub-001,ses-01,Fp2,25,2,4,2,7.2645,3.6018,5.3312,4.3240,0.0000,3.0620,6.1297,6.1342,6.1948,6.2880,21.0555,1.0000
sub-001,ses-01,Fp2,26,2,2,2,6.7632,5.5179,2.6288,6.3533,0.0000,3.4300,5.6996,5.6922,4.1161,4.9929,23.3139,18.0000
sub-001,ses-01,Fz,0,2,2,0,17.2818,11.7477,5.0574,3.5589,0.0000,4.4821,5.9992,5.9333,4.6472,5.4006,52.1412,1.0000
sub-001,ses-01,Fz,1,2,4,0,5.5067,7.3486,8.5985,5.9864,0.0000,4.2055,5.9190,5.8893,3.3727,5.2455,23.9339,10.0000
sub-001,ses-01,Fz,2,2,2,0,6.4232,3.3030,15.1644,4.7490,0.0000,4.4565,6.9750,6.9281,7.0117,7.1190,41.2214,10.0000
sub-001,ses-01,Fz,3,2,2,0,13.8941,8.6501,7.1396,5.4808,0.0000,4.7503,5.5034,5.4578,5.0561,4.8543,25.6683,1.0000
sub-001,ses-01,Fz,4,2,4,0,7.8687,6.9327,2.6576,7.3805,0.0000,3.9790,6.0120,5.9816,5.8391,5.4670,27.0520,17.0000
sub-001,ses-01,Fz,5,4,2,0,2.4607,1.1796,10.3534,2.7353,0.0000,2.6102,5.5404,5.5584,4.9293,5.8435,28.0784,11.0000
sub-001,ses-01,Fz,6,2,4,0,12.0743,7.4225,5.8909,3.4194,0.0000,3.6694,5.3006,5.2542,6.0434,4.5536,37.2423,1.0000
