subject,session,channel,epoch_id,Q1,Q2,Q3,mean_diag_delta,mean_diag_theta,mean_diag_alpha,mean_diag_beta,mean_diag_gamma,mean_diag,mean_all,mean_offdiag,theta_alpha_coupling,alpha_beta_coupling,peak_diag,peak_diag_freq
sub-011,ses-01,CP3,14,4,4,2,11.8928,9.0957,7.4191,2.7628,0.0000,3.8229,5.9401,5.9356,4.8342,5.0278,24.5643,8.0000
sub-011,ses-01,CP3,15,8,2,2,25.8945,4.8000,7.9514,5.5969,0.0000,5.6569,5.3466,5.2151,2.9387,5.6148,55.6651,1.0000
sub-011,ses-01,CP3,16,8,2,2,3.2583,2.1301,6.2759,4.6977,0.0000,2.7972,4.9387,4.9473,4.7506,6.1354,15.8268,13.0000
sub-011,ses-01,CP3,17,8,2,2,16.0944,2.4022,6.0812,2.4026,0.0000,3.2955,5.9650,5.9636,5.0088,6.8001,43.0350,1.0000
sub-011,ses-01,CP3,18,8,2,2,9.9468,2.2289,4.6177,5.2982,0.0000,3.3787,5.3539,5.3341,4.3562,3.8424,24.9621,1.0000
sub-011,ses-01,CP3,19,2,4,0,7.7836,3.0760,5.6068,2.4069,0.0000,2.5202,8.5105,8.5998,5.2642,6.0092,15.2732,8.0000
sub-011,ses-01,CP3,20,4,4,2,11.9845,5.9841,11.8620,2.2444,0.0000,4.0052,5.3242,5.2837,7.0013,5.8908,29.3652,10.0000
sub-011,ses-01,CP3,21,8,2,2,13.1288,9.7555,9.0188,3.7974,0.0000,4.5353,6.9100,6.8956,6.6914,7.5876,38.3988,1.0000
sub-011,ses-01,O1,0,4,4,2,4.0941,2.5081,4.7681,2.8797,0.0000,2.1501,5.6565,5.6679,5.0999,5.0964,9.6767,16.0000
sub-011,ses-01,O1,1,2,4,2,11.3895,10.7837,8.8203,4.1915,0.0000,4.5606,5.2903,5.2444,6.2301,5.0297,20.7672,4.0000
sub-011,ses-01,O1,2,4,2,2,9.3018,2.1812,6.5089,2.6124,0.0000,2.7662,6.3624,6.3863,7.8572,7.8776,20.1897,2.0000
sub-011,ses-01,O1,3,4,4,2,8.3818,4.3434,6.4023,4.8327,0.0000,3.5381,5.4519,5.4412,5.3320,4.3020,22.3182,9.0000
sub-011,ses-01,O1,4,8,2,2,15.8215,4.1855,5.4918,3.3012,0.0000,3.6255,5.6345,5.6221,5.9804,4.8060,37.9400,2.0000
sub-011,ses-01,O1,5,4,2,2,8.4554,8.5280,4.7516,4.0491,0.0000,3.4670,4.8836,4.8342,6.3281,4.6902,19.4443,10.0000
sub-011,ses-01,O1,6,2,4,2,7.4240,1.5936,4.3554,1.9255,0.0000,2.0287,4.6922,4.7154,6.9195,4.7180,18.1195,1.0000
sub-011,ses-01,O1,7,4,2,2,20.3311,1.4112,4.9287,5.8609,0.0000,4.4822,6.1517,6.0492,3.8092,6.1348,69.7005,1.0000
sub-011,ses-01,O1,8,8,2,2,13.3950,2.1181,12.1158,5.7324,0.0000,4.8667,5.4382,5.3548,7.9262,4.2971,40.5254,1.0000
sub-011,ses-01,O1,9,8,2,2,13.6660,3.6662,6.8724,3.0997,0.0000,3.5084,5.6297,5.6154,7.2567,5.8865,25.8280,1.0000
sub-011,ses-01,O1,10,8,2,2,4.5639,5.1729,9.0077,7.2604,0.0000,4.3576,4.8821,4.8208,4.8503,5.3193,23.1500,21.0000
sub-011,ses-01,O1,11,8,2,2,5.5617,6.9087,5.8400,7.8559,0.0000,4.3500,5.6910,5.6492,7.1606,5.1885,34.0994,16.0000
sub-011,ses-01,O1,12,8,2,2,33.9712,25.2924,16.0845,5.8574,0.0000,9.5281,14.4774,14.4262,30.9380,12.3423,75.9228,2.0000
sub-011,ses-01,O1,13,4,2,2,18.1691,11.9488,5.7887,3.4208,0.0000,4.6436,5.7396,5.6167,6.7589,4.1844,64.6531,1.0000
sub-011,ses-01,O1,14,4,4,2,2.2144,5.1644,17.7187,5.1566,0.0000,4.7178,5.9019,5.8534,9.2105,4.6974,30.2326,10.0000
sub-011,ses-01,O1,15,8,2,2,8.6674,2.7332,7.3780,4.6017,0.0000,3.4812,5.2359,5.2183,5.8506,4.9766,17.5747,10.0000
sub-011,ses-01,O1,16,8,2,2,3.2921,5.3629,10.9424,8.7107,0.0000,4.9654,5.5436,5.4647,5.0701,5.7840,32.7994,21.0000
sub-011,ses-01,O1,17,8,2,2,7.7933,7.6885,6.0631,3.1672,0.0000,3.2437,5.6778,5.6697,8.4358,6.2064,26.2253,1.0000
sub-011,ses-01,O1,18,8,2,2,19.3404,2.7146,7.0861,2.5039,0.0000,3.7974,6.3094,6.2225,4.5244,6.8770,58.6599,1.0000
sub-011,ses-01,O1,19,2,4,0,12.2997,2.7873,6.8726,1.9914,0.0000,2.9644,6.0896,6.0927,8.8884,5.4402,45.0007,1.0000
sub-011,ses-01,O1,20,4,4,2,13.2243,5.3294,5.1576,3.5405,0.0000,3.5160,5.4428,5.3824,3.8996,4.9744,30.5204,1.0000
sub-011,ses-01,O1,21,8,2,2,18.6929,7.9368,10.0178,3.4653,0.0000,4.9226,6.3544,6.2350,4.5551,7.8442,58.2552,1.0000
sub-011,ses-01,Pz,0,4,4,2,7.6465,2.2416,5.0736,3.3728,0.0000,2.6475,5.8046,5.8266,4.6909,6.0612,20.6720,11.0000
sub-011,ses-01,Pz,1,2,4,2,7.5481,7.2703,3.7225,5.2645,0.0000,3.4895,5.6298,5.6329,4.9198,5.7435,20.8462,4.0000
sub-011,ses-01,Pz,2,4,2,2,3.8184,2.3172,7.1873,2.1499,0.0000,2.2236,5.4278,5.4599,3.5919,5.6292,15.6664,12.0000
sub-011,ses-01,Pz,3,4,4,2,7.1794,5.3238,11.9463,4.3380,0.0000,4.1415,5.9293,5.8977,4.1241,6.3066,27.5693,10.0000
sub-011,ses-01,Pz,4,8,2,2,3.2965,4.2483,2.1777,4.7038,0.0000,2.4278,4.8090,4.8189,3.7317,4.9024,15.3567,22.0000
sub-011,ses-01,Pz,5,4,2,2,5.1551,5.6509,3.7291,6.0647,0.0000,3.3591,5.3310,5.3167,5.9603,5.6095,22.0708,15.0000
sub-011,ses-01,Pz,6,2,4,2,11.0408,1.5458,4.0244,2.3194,0.0000,2.4336,5.0600,5.0746,6.4157,4.5692,30.2495,1.0000
sub-011,ses-01,Pz,7,4,2,2,6.8317,5.2788,6.1106,4.8680,0.0000,3.4509,4.8540,4.8334,3.7139,4.7212,18.4740,19.0000
sub-011,ses-01,Pz,8,8,2,2,4.1507,1.3943,4.3705,6.6461,0.0000,3.1349,5.7326,5.7289,6.3792,6.7876,25.0735,22.0000
sub-011,ses-01,Pz,9,8,2,2,9.2922,4.8820,6.6141,4.4819,0.0000,3.5964,5.5515,5.5266,5.1658,5.4448,16.6163,9.0000
sub-011,ses-01,Pz,10,8,2,2,6.7730,6.8682,7.6040,4.5614,0.0000,3.7090,5.0968,5.0588,4.5876,4.1216,23.8480,9.0000
sub-011,ses-01,Pz,11,8,2,2,4.0678,3.2988,6.1962,3.4079,0.0000,2.5801,5.1727,5.1835,4.5607,5.9517,19.0162,10.0000
sub-011,ses-01,Pz,12,8,2,2,29.5685,16.6460,15.9582,5.7817,0.0000,8.2737,14.0792,14.0074,14.6188,9.1624,44.8511,2.0000
sub-011,ses-01,Pz,13,4,2,2,14.8856,9.5801,5.1220,4.1119,0.0000,4.2337,5.4264,5.3406,6.6542,6.4423,42.7357,1.0000
sub-011,ses-01,Pz,14,4,4,2,9.5076,7.1071,6.7246,3.2300,0.0000,3.4604,4.8489,4.8274,2.6338,4.4467,26.3470,8.0000
sub-011,ses-01,Pz,15,8,2,2,9.3473,0.7227,6.8780,3.6034,0.0000,2.9859,5.8529,5.8612,7.6227,6.0528,24.4630,1.0000
sub-011,ses-01,Pz,16,8,2,2,19.7005,7.0309,10.5291,5.9003,0.0000,5.7396,6.1438,6.0092,7.8486,5.7533,65.9691,1.0000
sub-011,ses-01,Pz,17,8,2,2,7.2087,6.1724,9.1716,4.3238,0.0000,3.8317,5.7862,5.7644,7.9105,5.6346,18.8318,10.0000
sub-011,ses-01,Pz,18,8,2,2,19.6639,3.4591,6.3374,5.2379,0.0000,4.6188,5.7658,5.6650,8.0189,6.2255,64.6826,1.0000
sub-011,ses-01,Pz,19,2,4,0,17.8365,6.4728,2.5758,4.0647,0.0000,3.8496,5.3955,5.3100,6.8644,5.1818,58.6074,1.0000
sub-011,ses-01,Pz,20,4,4,2,6.8978,7.4041,5.1670,2.5152,0.0000,2.8118,5.5951,5.6037,6.1660,5.7043,18.5684,1.0000
sub-011,ses-01,Pz,21,8,2,2,20.8064,2.3768,4.5506,4.6053,0.0000,4.1838,5.6351,5.5566,4.7026,4.0408,68.9585,1.0000
sub-011,ses-01,Fp2,0,4,4,2,7.4308,3.8789,6.2198,5.2042,0.0000,3.4933,5.6643,5.6611,4.9289,6.2630,14.2252,16.0000
sub-011,ses-01,Fp2,1,2,4,2,9.1909,4.6210,6.4846,5.3308,0.0000,3.8013,5.4346,5.4113,9.9993,5.4642,14.6662,1.0000
sub-011,ses-01,Fp2,2,4,2,2,11.2914,7.7368,9.2940,4.0986,0.0000,4.3060,5.6388,5.6085,7.1677,6.2796,20.8631,12.0000
sub-011,ses-01,Fp2,3,4,4,2,5.2355,6.0889,4.8328,5.8053,0.0000,3.4829,5.5312,5.5134,9.7317,6.1042,18.6826,19.0000
sub-011,ses-01,Fp2,4,8,2,2,2.8114,5.4441,1.8688,3.2293,0.0000,2.0050,5.3398,5.3728,6.3484,5.5947,11.3218,5.0000
sub-011,ses-01,Fp2,5,4,2,2,5.5383,5.0615,10.4857,4.7049,0.0000,3.8715,5.6339,5.6032,6.4150,6.4738,24.7946,17.0000
sub-011,ses-01,Fp2,6,2,4,2,9.1458,6.2344,6.1005,2.6470,0.0000,3.0822,5.2849,5.2814,7.0831,4.3446,21.0946,8.0000
sub-011,ses-01,Fp2,7,4,2,2,3.4327,1.2741,5.2561,3.2238,0.0000,2.1459,5.4709,5.4986,6.2458,7.4472,10.9833,12.0000
sub-011,ses-01,Fp2,8,8,2,2,9.8866,3.9915,13.7977,2.8387,0.0000,4.0745,5.2240,5.1765,3.9191,5.5917,52.3397,10.0000
sub-011,ses-01,Fp2,9,8,2,2,12.2849,5.6756,6.5620,5.4736,0.0000,4.2412,5.8414,5.7976,5.8983,6.0134,29.1763,1.0000
sub-011,ses-01,Fp2,10,8,2,2,10.8305,13.3848,2.2338,5.1851,0.0000,4.1319,5.8044,5.7747,6.0658,5.7271,32.4473,4.0000
sub-011,ses-01,Fp2,11,8,2,2,18.7655,3.3236,8.0658,5.9979,0.0000,4.9936,5.1889,5.0942,5.7501,4.5778,57.1682,1.0000
sub-011,ses-01,Fp2,12,8,2,2,24.0864,16.6593,7.0837,4.3307,0.0000,6.0880,9.1983,9.1756,11.9216,7.8459,50.4984,2.0000
sub-011,ses-01,Fp2,13,4,2,2,17.3189,3.7682,11.6882,1.7443,0.0000,4.1199,5.1498,5.0844,3.3421,5.0371,49.1278,1.0000
sub-011,ses-01,Fp2,14,4,4,2,7.3081,3.1408,3.8128,3.6996,0.0000,2.6225,5.2215,5.2234,5.6762,5.0869,15.8301,2.0000
sub-011,ses-01,Fp2,15,8,2,2,5.9937,6.3275,14.4355,6.0827,0.0000,4.9994,5.4658,5.3952,6.0784,5.5050,26.2558,13.0000
sub-011,ses-01,Fp2,16,8,2,2,3.6247,3.9536,3.7937,4.7782,0.0000,2.6789,5.2590,5.2477,3.5072,4.5594,9.6265,20.0000
sub-011,ses-01,Fp2,17,8,2,2,9.4118,8.3937,7.7232,3.1966,0.0000,3.7004,5.6138,5.5890,6.9519,7.2525,22.5041,3.0000
sub-011,ses-01,Fp2,18,8,2,2,18.8900,4.1292,4.6249,6.4331,0.0000,4.7316,5.6121,5.5403,5.3882,5.4213,37.3945,1.0000
sub-011,ses-01,Fp2,19,2,4,0,3.7497,3.3541,8.0090,2.7121,0.0000,2.5983,5.3012,5.3145,4.6184,4.1355,19.4451,9.0000
sub-011,ses-01,Fp2,20,4,4,2,8.5576,3.4482,12.1064,2.7777,0.0000,3.6458,5.9070,5.8902,5.8589,5.6049,38.1228,10.0000
sub-011,ses-01,Fp2,21,8,2,2,5.8679,5.6196,7.2196,3.4160,0.0000,3.1087,5.7082,5.7113,6.0583,4.2386,24.5433,10.0000
sub-011,ses-01,Fz,0,4,4,2,8.0062,1.9247,7.2989,3.9491,0.0000,3.1362,5.3508,5.3539,4.8515,6.2951,14.5070,3.0000
sub-011,ses-01,Fz,1,2,4,2,9.6438,8.7164,3.0786,4.4214,0.0000,3.4742,5.5361,5.5239,7.2585,6.1697,18.6770,3.0000
sub-011,ses-01,Fz,2,4,2,2,10.3068,3.9829,15.2164,3.4699,0.0000,4.5015,6.1002,6.0689,4.4114,5.7179,32.1661,3.0000
sub-011,ses-01,Fz,3,4,4,2,5.3073,11.4670,7.9654,4.6768,0.0000,4.0858,5.2962,5.2394,6.0358,6.1754,22.6621,9.0000
sub-011,ses-01,Fz,4,8,2,2,3.1654,1.3557,1.7577,3.9485,0.0000,1.8596,5.2416,5.2830,2.9348,5.0592,13.8694,17.0000
sub-011,ses-01,Fz,5,4,2,2,1.7112,4.0313,7.4573,3.4775,0.0000,2.6261,5.6894,5.7117,7.9206,5.2658,17.5383,10.0000
sub-011,ses-01,Fz,6,2,4,2,11.2670,8.6075,6.5480,2.9196,0.0000,3.6451,5.4420,5.4182,4.7534,5.0262,17.3132,12.0000
sub-011,ses-01,Fz,7,4,2,2,6.1860,5.9562,7.8276,5.6354,0.0000,3.9255,5.5916,5.5766,5.8964,7.3428,20.8143,12.0000
sub-011,ses-01,Fz,8,8,2,2,6.3481,3.8667,14.2067,2.6834,0.0000,3.7438,5.6975,5.6695,6.1349,5.3837,48.1716,10.0000
sub-011,ses-01,Fz,9,8,2,2,0.6818,2.1411,5.4398,4.3395,0.0000,2.3336,5.8706,5.9044,5.6347,5.1828,20.4827,12.0000
sub-011,ses-01,Fz,10,8,2,2,6.6005,2.5910,5.8881,3.4240,0.0000,2.7118,6.6973,6.7356,6.5825,7.2729,20.1852,3.0000
sub-011,ses-01,Fz,11,8,2,2,14.2562,5.9749,7.9554,4.3236,0.0000,4.2992,5.5821,5.5273,5.9777,5.6561,42.8760,1.0000
sub-011,ses-01,Fz,12,8,2,2,20.9914,16.9453,9.7397,7.7074,0.0000,7.2182,11.4731,11.4507,12.8998,9.9165,44.2726,2.0000
sub-011,ses-01,Fz,13,4,2,2,20.9336,5.8374,10.0761,3.4859,0.0000,4.9502,5.2589,5.1577,4.0923,4.9217,60.8229,1.0000
sub-011,ses-01,Fz,14,4,4,2,9.7786,5.4345,3.3432,3.6475,0.0000,2.9844,5.6837,5.6559,7.0175,5.1212,29.5550,1.0000
sub-011,ses-01,Fz,15,8,2,2,12.4828,3.3675,10.6592,3.7737,0.0000,4.1027,5.2902,5.2308,4.6016,5.2121,40.2574,1.0000
sub-011,ses-01,Fz,16,8,2,2,7.0483,9.3248,7.0700,4.7359,0.0000,3.9414,5.0889,5.0549,4.1665,4.4535,21.1220,6.0000
sub-011,ses-01,Fz,17,8,2,2,8.8974,9.1143,8.3359,3.8269,0.0000,3.9956,5.6485,5.6199,6.2126,6.1021,19.7421,10.0000
sub-011,ses-01,Fz,18,8,2,2,12.2195,4.2786,4.1100,4.4367,0.0000,3.4495,6.0868,6.0498,5.0628,6.2876,29.4061,1.0000
sub-011,ses-01,Fz,19,2,4,0,7.5674,5.3235,6.8973,3.0964,0.0000,3.0977,5.8302,5.8048,4.9993,5.7130,18.3208,10.0000
sub-011,ses-01,Fz,20,4,4,2,15.4222,2.6662,9.7703,2.6120,0.0000,3.8356,6.0245,5.9965,6.9326,4.5425,38.2896,1.0000
sub-011,ses-01,Fz,21,8,2,2,8.1123,6.9741,8.8944,3.6311,0.0000,3.7422,5.0873,5.0456,4.6211,5.4067,24.9789,10.0000
sub-011,ses-01,FCz,0,4,4,2,3.7503,1.8601,8.9705,4.1570,0.0000,3.0304,5.5678,5.5769,5.3772,7.6251,15.1399,13.0000
sub-011,ses-01,FCz,1,2,4,2,3.7751,6.0997,5.5566,5.0402,0.0000,3.2177,5.3617,5.3554,6.5064,5.5047,23.9115,16.0000
sub-011,ses-01,FCz,2,4,2,2,15.8028,2.5248,18.8414,4.7002,0.0000,5.7549,6.3302,6.2472,4.7017,5.7976,38.9290,3.0000
sub-011,ses-01,FCz,3,4,4,2,1.5665,11.3214,5.9292,3.4445,0.0000,3.0676,5.4565,5.4466,5.7664,6.4708,27.6061,5.0000
sub-011,ses-01,FCz,4,8,2,2,2.1450,1.2184,1.6910,2.9821,0.0000,1.4504,4.9504,5.0064,2.6225,5.2011,7.5134,17.0000
sub-011,ses-01,FCz,5,4,2,2,9.1682,2.9134,6.9219,2.6339,0.0000,2.8860,5.2347,5.2378,8.3477,4.6593,23.1122,2.0000
sub-011,ses-01,FCz,6,2,4,2,8.4845,4.9957,10.2580,3.3434,0.0000,3.6961,5.3646,5.3292,6.6333,5.5546,21.0313,10.0000
sub-011,ses-01,FCz,7,4,2,2,4.1066,5.3400,7.4333,4.4462,0.0000,3.2602,5.5990,5.6016,7.2232,6.5474,20.4207,12.0000
sub-011,ses-01,FCz,8,8,2,2,5.1156,4.5068,13.1079,3.3454,0.0000,3.7355,5.6881,5.6603,9.3777,5.0004,43.2416,10.0000
sub-011,ses-01,FCz,9,8,2,2,5.1293,1.5826,4.3181,2.8812,0.0000,2.0979,5.6893,5.7260,6.5134,5.1291,13.9273,12.0000
sub-011,ses-01,FCz,10,8,2,2,6.1977,3.6940,5.4184,2.7315,0.0000,2.5020,5.8979,5.9232,6.8243,5.0117,15.8377,3.0000
sub-011,ses-01,FCz,11,8,2,2,16.2463,9.2151,8.2266,3.5335,0.0000,4.5847,5.9233,5.8422,5.1868,6.0439,54.4781,1.0000
sub-011,ses-01,FCz,12,8,2,2,29.3763,20.3594,11.1701,8.0710,0.0000,8.6253,15.0401,15.0207,21.6324,13.6797,53.7366,2.0000
sub-011,ses-01,FCz,13,4,2,2,21.8210,7.4501,7.3811,2.1415,0.0000,4.4003,5.0868,4.9904,4.6437,4.7626,65.6014,1.0000
sub-011,ses-01,FCz,14,4,4,2,6.9200,2.5415,2.9448,4.1100,0.0000,2.5336,5.8068,5.7952,8.0016,4.9141,13.4329,20.0000
sub-011,ses-01,FCz,15,8,2,2,15.2214,4.0627,9.0685,3.0001,0.0000,3.9662,5.5672,5.5194,5.6964,5.5591,45.5896,1.0000
sub-011,ses-01,FCz,16,8,2,2,12.1553,8.0912,6.7691,5.1269,0.0000,4.3779,4.7000,4.6241,3.5417,4.2067,28.6717,1.0000
sub-011,ses-01,FCz,17,8,2,2,6.9545,5.2014,7.8726,3.3578,0.0000,3.2444,5.8756,5.8730,4.9023,6.2481,20.5719,9.0000
sub-011,ses-01,FCz,18,8,2,2,12.5199,4.2584,5.6187,4.0937,0.0000,3.5824,6.2466,6.2071,6.4111,6.8530,32.8962,1.0000
sub-011,ses-01,FCz,19,2,4,0,9.6398,5.6214,6.6807,3.4302,0.0000,3.3889,5.1430,5.0815,7.2240,4.6639,30.0075,1.0000
sub-011,ses-01,FCz,20,4,4,2,17.0324,3.7449,7.3828,4.0245,0.0000,4.1796,6.0031,5.9755,7.9525,4.9154,26.4697,1.0000
sub-011,ses-01,FCz,21,8,2,2,5.2558,5.8432,8.8195,4.6087,0.0000,3.6564,5.3117,5.2852,4.2715,5.9406,25.1656,10.0000
sub-011,ses-01,Cz,0,4,4,2,2.5963,1.4230,7.6782,2.3179,0.0000,2.1461,5.1651,5.1873,4.5561,6.7727,13.3787,12.0000
sub-011,ses-01,Cz,1,2,4,2,5.7023,5.1085,7.2419,4.5985,0.0000,3.4064,5.4200,5.4070,5.2419,5.4782,14.9889,16.0000
sub-011,ses-01,Cz,2,4,2,2,18.0150,1.5084,12.2349,4.4734,0.0000,4.8757,6.3193,6.2558,4.1740,5.3087,43.7043,3.0000
sub-011,ses-01,Cz,3,4,4,2,8.7932,5.1028,7.7377,5.7378,0.0000,4.1070,5.7204,5.6821,6.1020,6.4876,24.7897,9.0000
sub-011,ses-01,Cz,4,8,2,2,0.9179,1.6856,4.4120,4.6374,0.0000,2.2598,5.0262,5.0585,2.4774,5.7565,16.7821,13.0000
sub-011,ses-01,Cz,5,4,2,2,3.3394,3.5900,8.0436,2.3034,0.0000,2.4633,5.7680,5.7941,6.4917,4.0906,19.9299,11.0000
sub-011,ses-01,Cz,6,2,4,2,9.0615,4.2670,16.8035,4.9378,0.0000,5.0773,6.0470,5.9758,7.9099,5.7177,36.8018,10.0000
sub-011,ses-01,Cz,7,4,2,2,1.0192,6.1573,7.8341,4.1624,0.0000,3.0191,5.9793,5.9833,8.4211,6.8924,18.1869,12.0000
sub-011,ses-01,Cz,8,8,2,2,12.4445,4.0336,14.2179,4.2433,0.0000,4.7996,6.7507,6.6854,14.5040,5.1058,44.9662,10.0000
sub-011,ses-01,Cz,9,8,2,2,3.2356,3.0857,7.3434,3.9406,0.0000,2.8040,5.5749,5.5854,6.5821,5.3825,24.9751,12.0000
sub-011,ses-01,Cz,10,8,2,2,9.4305,8.4536,7.0514,1.8500,0.0000,3.2069,5.7748,5.7550,5.3980,4.2655,31.4906,1.0000
sub-011,ses-01,Cz,11,8,2,2,20.2226,7.4999,7.9194,3.2781,0.0000,4.6749,5.7535,5.6454,4.1623,5.2989,58.5629,1.0000
sub-011,ses-01,Cz,12,8,2,2,36.1784,27.9255,19.3220,12.9404,0.0000,12.5715,21.1678,21.1763,31.5893,21.0917,61.7987,2.0000
sub-011,ses-01,Cz,13,4,2,2,21.9243,6.6737,7.7013,2.7208,0.0000,4.5574,5.8001,5.7119,4.7518,6.6623,70.9710,1.0000
sub-011,ses-01,Cz,14,4,4,2,16.8287,10.3336,6.1059,4.3074,0.0000,4.6809,6.2689,6.2470,9.9264,4.6050,29.1795,1.0000
sub-011,ses-01,Cz,15,8,2,2,14.7988,2.1800,7.4935,3.3455,0.0000,3.6364,5.8230,5.7954,6.9898,6.2889,47.7993,1.0000
sub-011,ses-01,Cz,16,8,2,2,6.3800,4.6286,5.3360,6.4653,0.0000,3.7232,4.9909,4.9523,5.9510,4.9148,21.7787,21.0000
sub-011,ses-01,Cz,17,8,2,2,6.2578,9.2733,6.2447,3.2107,0.0000,3.2868,5.9419,5.9423,4.2456,6.6237,17.7752,9.0000
sub-011,ses-01,Cz,18,8,2,2,11.6646,3.4511,4.4472,4.0673,0.0000,3.2563,5.9999,5.9834,7.3501,5.4906,29.3476,1.0000
sub-011,ses-01,Cz,19,2,4,0,5.3775,5.4132,9.1577,3.1051,0.0000,3.2204,5.5743,5.5688,9.0406,5.6101,16.7110,20.0000
sub-011,ses-01,Cz,20,4,4,2,17.6645,2.1021,6.2159,2.9139,0.0000,3.5871,5.6246,5.5889,7.2822,4.6652,42.4305,1.0000
sub-011,ses-01,Cz,21,8,2,2,12.2504,7.1465,8.9417,3.5449,0.0000,4.1238,5.9805,5.9243,4.6011,5.9611,33.7233,1.0000
sub-011,ses-01,C4,0,4,4,2,5.7790,4.6375,2.8032,4.3918,0.0000,2.6879,5.6246,5.6444,5.0620,7.3807,16.2882,18.0000
sub-011,ses-01,C4,1,2,4,2,3.3749,3.5321,7.2936,4.0939,0.0000,2.8979,5.4646,5.4645,8.7898,5.7484,23.5976,11.0000
sub-011,ses-01,C4,2,4,2,2,6.9661,4.2822,6.4033,5.1076,0.0000,3.4840,5.7577,5.7456,6.2118,4.6255,18.2167,14.0000
sub-011,ses-01,C4,3,4,4,2,20.1604,10.1686,8.0169,3.2883,0.0000,4.9341,6.9669,6.9135,4.1725,6.4945,59.6287,1.0000
sub-011,ses-01,C4,4,8,2,2,10.7714,1.6478,1.7546,2.6541,0.0000,2.2025,5.2453,5.2619,3.8150,6.0539,28.6144,1.0000
sub-011,ses-01,C4,5,4,2,2,6.2232,5.9115,7.4211,4.1133,0.0000,3.4079,5.3264,5.2957,6.5793,4.2261,21.6989,1.0000
sub-011,ses-01,C4,6,2,4,2,15.6962,3.9429,3.8435,3.8367,0.0000,3.5231,5.7559,5.7002,8.4714,5.0373,27.8472,1.0000
sub-011,ses-01,C4,7,4,2,2,17.3883,5.2573,5.5022,3.6861,0.0000,3.9887,5.6807,5.6245,12.1223,6.4461,50.4705,1.0000
sub-011,ses-01,C4,8,8,2,2,9.7539,4.6683,10.1649,2.6937,0.0000,3.5743,6.7404,6.7463,9.1176,6.4016,48.0717,10.0000
sub-011,ses-01,C4,9,8,2,2,14.1953,7.6178,8.9616,4.3535,0.0000,4.5958,5.9838,5.9229,5.2465,5.6781,20.7709,12.0000
sub-011,ses-01,C4,10,8,2,2,4.6330,5.9934,7.7256,9.5763,0.0000,4.9617,5.4031,5.3370,6.1580,5.2804,38.1540,19.0000
sub-011,ses-01,C4,11,8,2,2,11.4800,5.4621,11.9467,5.0828,0.0000,4.7797,6.3957,6.3094,4.5579,6.1295,40.3799,1.0000
sub-011,ses-01,C4,12,8,2,2,38.1464,33.9911,12.4532,7.9742,0.0000,10.8589,16.0985,16.0534,26.5964,14.2454,53.7403,3.0000
sub-011,ses-01,C4,13,4,2,2,14.8726,8.8706,10.0144,3.9672,0.0000,4.8054,5.5940,5.5195,6.1802,4.6352,26.9517,9.0000
sub-011,ses-01,C4,14,4,4,2,3.5785,8.2176,4.7269,2.9696,0.0000,2.6547,4.9916,5.0014,5.6698,5.1830,15.2494,5.0000
sub-011,ses-01,C4,15,8,2,2,13.7640,6.3008,8.7187,1.8891,0.0000,3.6542,5.9270,5.9152,5.6221,4.9630,40.7096,1.0000
sub-011,ses-01,C4,16,8,2,2,11.7381,3.5123,4.9058,4.1480,0.0000,3.3572,5.4778,5.4597,4.2152,5.7723,39.2584,1.0000
sub-011,ses-01,C4,17,8,2,2,13.6622,10.9229,8.5104,6.4034,0.0000,5.4104,5.5975,5.5360,3.3408,7.3861,32.0101,4.0000
sub-011,ses-01,C4,18,8,2,2,21.4951,5.1524,3.4503,3.9965,0.0000,4.1685,6.0347,5.9358,6.9410,6.0372,72.8328,1.0000
sub-011,ses-01,C4,19,2,4,0,11.8591,1.6102,4.3590,4.4313,0.0000,3.2009,5.2640,5.2371,5.9848,4.6174,36.1908,1.0000
sub-011,ses-01,C4,20,4,4,2,7.1215,6.8033,8.1816,4.9844,0.0000,3.9439,5.3411,5.2966,5.5619,4.4534,27.8719,10.0000
sub-011,ses-01,C4,21,8,2,2,17.3024,3.6907,7.6173,3.7343,0.0000,4.1447,6.0077,5.9264,6.1066,6.0236,56.5297,1.0000
sub-011,ses-01,CP4,0,4,4,2,5.0047,3.9103,5.0067,3.9449,0.0000,2.7206,5.3136,5.3228,4.4510,6.1578,24.1958,18.0000
sub-011,ses-01,CP4,1,2,4,2,5.3772,6.9436,9.3942,3.2817,0.0000,3.4491,5.2053,5.1857,4.6248,5.4531,25.3388,10.0000
sub-011,ses-01,CP4,2,4,2,2,7.4075,4.7473,3.4109,2.6109,0.0000,2.3960,7.1990,7.2648,9.7624,5.5529,11.2795,2.0000
sub-011,ses-01,CP4,3,4,4,2,8.1347,9.6275,13.6605,4.9382,0.0000,5.0514,6.5208,6.4756,4.5589,5.9623,27.2758,9.0000
sub-011,ses-01,CP4,4,8,2,2,5.7618,1.6655,1.6506,2.7817,0.0000,1.7622,5.1590,5.2008,3.6123,5.4484,19.3222,2.0000
sub-011,ses-01,CP4,5,4,2,2,8.2145,8.2850,6.3432,5.7594,0.0000,4.1611,5.7821,5.7438,8.0780,5.9834,27.1895,1.0000
sub-011,ses-01,CP4,6,2,4,2,9.0344,3.5103,2.6552,3.8486,0.0000,2.7010,5.8438,5.8698,11.7492,5.7807,13.9086,1.0000
